business_id,categories,cat,name
rhT_1TbKu_gsFL-WCUUujQ,"Imported Food, Restaurants, Specialty Food, Breakfast & Brunch, Ethnic Food, Food, Mexican",Mexican,Filiberto's Mexican Food
rIcEm0o8Xk413HWD4-f2QA,"Italian, Pizza, Restaurants",Italian,PINO
riM-pBsdqRRVXtAVbLfsxQ,"Delis, Bakeries, Caterers, Breakfast & Brunch, Food, Event Planning & Services, Restaurants, Bagels",Breakfast N Brunch,Chompie's
rIRzDHgiPPivvjfySMeGtA,"Restaurants, Cafes, Food, Donuts, Sandwiches",Cafes,Beyond Donuts & Cafe
Rj3wnYT1QAxpJlRT5mMc-g,"Burgers, Restaurants, Breakfast & Brunch, American (Traditional)",American,Harlow's Cafe
RJKbewB0SzRZpIvQmiF-dQ,"Restaurants, Cantonese, Chinese",Chinese,New North China
rjlAUHT8B6KhKAmkZqS1xw,"Bars, Mexican, Nightlife, Restaurants",Mexican,Ladera Taverna y Cocina
rK0Sz8xlX-ni_u_K9CQq-g,"Cafes, Restaurants",Cafes,Lunch Time Cafe
RKX755uAGPMerCWueEpevQ,"Mexican, Restaurants",Mexican,El Rinconcito Mexican Food
RL5Gy9NOewYetWERtD8T1Q,"Food, Grocery, Restaurants, Middle Eastern",Middle Eastern,Yusef's Middle Eastern Restaurant Grocery & Deli
rLTa-PztQLafDf70aKrNOA,"Tex-Mex, Restaurants, Diners, New Mexican Cuisine, Breakfast & Brunch, Mexican, Caterers, Event Planning & Services",Mexican,Gil's Taste of Taos
rLX33sjOL3n4g_VqLpJZWA,"Restaurants, Fast Food, Mexican",Mexican,El Pollo Loco
RLz9j9QASwaPXFM0i3kSHQ,"Restaurants, Food, Hot Dogs",Fast Food,Jimmy's Hot Dogs
rMCKv9puuu2NkYISHnwyWg,"Mexican, Salad, Fast Food, Event Planning & Services, Restaurants, Seafood, Caterers",Mexican,Rubio's
rmD9BPsucgR4q3WiygrjEA,"Hot Dogs, Mexican, Food Trucks, Restaurants, Food, Seafood",Mexican,Sr Ozzy's Tacos Y Mariscos
RMtnJYAAiXmUFrMngttEoQ,"Restaurants, Greek, Mediterranean, Vegan",Mediterranean,Tzikii Pita Grill
rMtphJbzFYA3eLx-AT62vA,"Breakfast & Brunch, Restaurants, Diners, Gay Bars, Nightlife, Bars, American (Traditional)",American,Denny's
RN0PTeMSF_eaeXN6VV7RwA,"Bars, Restaurants, Sushi Bars, Nightlife, Japanese",Japanese,RA Sushi Bar Restaurant
rnBffgr3QiXUpKef2YFScg,"Food, Restaurants, Fast Food, Ice Cream & Frozen Yogurt, Burgers",Burgers,Culver's
rnCkjgSojs5wqCaeyKoAVg,"Pizza, Sandwiches, Restaurants, Chicken Wings",Sandwiches,Ray's Pizza
rNKaormrHcdJhA_HDmUe6A,"Vegetarian, Salad, Soup, Restaurants, Buffets",Vegetarian,Sweet Tomatoes
rnvsL0oFZpzpO61GXqBF6g,"Buffets, Salad, Thai, Seafood, Restaurants",Thai,Reign Of Thai
rof8X8-2R6Z2sLuDrr1OXg,"Restaurants, Bars, Pubs, British, Nightlife",British,Cornish Pasty Co
rOJw9MYbjFEGedxOP7OAIA,"Restaurants, Bakeries, Food",Bakery,Fleur De Lis Unforgettable Cakes
rOKEgdzmhzT99Ob_OmPE0Q,"Restaurants, Gastropubs, Bars, Nightlife, Sports Bars",Sports Bar,Zipps Sports Grill
ROMFVEFKEYi7qhyITX6jfA,"Cafes, Food, Breakfast & Brunch, Gluten-Free, Restaurants, Vegan, Vegetarian, Juice Bars & Smoothies",Cafes,24 Carrots Juice Bar & Cafe
ROuiI7sWhEMLodSylU2Qpg,"Mexican, Restaurants",Mexican,El Taco Tote
roz-ed8kvBF6fwKBPeJ49Q,"Restaurants, Italian",Italian,Tutti Santi
Rpdq7PHGvpSWQcYwuHlgUA,"Tex-Mex, Mexican, Restaurants, Fast Food",Mexican,Taco Bell
rpNPlBwKTEvtAWUvDcHm4A,"Fast Food, Ice Cream & Frozen Yogurt, Restaurants, Burgers, Food, American (Traditional)",American,Sonic Drive-In
RPO5ISR18Xllgk9ahdPepA,"Nightlife, Bars, Italian, Restaurants, Desserts, American (New), Food",American,Tarbell's
RpSo3IF05gZJdZcvrVntJA,"Fast Food, Sandwiches, Restaurants",Sandwiches,Subway
rpu3KF0ECsK0ETkH14iLQA,"Restaurants, Breakfast & Brunch, Coffee & Tea, Food, Sandwiches, Cafes, Burgers, Mexican",Cafes,51st Ave Cafe
RQ07VP-YioitUWlM-PbIFA,"Asian Fusion, Chinese, Restaurants",Chinese,Bamboo Grill Yard
RQdKieW9hqg898d_S2WwRA,"Japanese, Restaurants",Japanese,Yogis Grill
RQTatUj2f9Nz9JViTH4aAQ,"Restaurants, American (Traditional), Italian, Mediterranean, Resorts, Hotels & Travel",Mediterranean,Different Pointe of View
rQtQbCcRPyoVR8-Qrti6pA,"Sandwiches, Salad, Fast Food, Delis, Restaurants, Soup",Sandwiches,Potbelly Sandwich Shop
rqYOFPPrdwMYvSRpI4r3-g,"Beer Bar, Sports Bars, Nightlife, Bars, Restaurants, Burgers, American (Traditional), Dive Bars",Sports Bar,Ice House Tavern
rRFu_5vz6peo2QvdGWg5aw,"Sandwiches, Coffee & Tea, Food, Breakfast & Brunch, Cafes, Restaurants",Cafes,Suncup Cafe
RrZ2WUPuvCBAMIVC-ZYL-A,"Breakfast & Brunch, Burgers, Salad, Waffles, Sandwiches, Restaurants, American (Traditional)",Sandwiches,US Egg
Rs8Wi4OEjeOX7LVlzsXDOA,"Restaurants, Mexican, Sushi Bars",Mexican,Sushi Mocorito
RsREl3LkFGiwbt3kGIX4Eg,"Restaurants, Barbeque, Soul Food",Barbeque,Honey Bear's BBQ
rswuhMY5vCbvZvF2wBIhqg,"Restaurants, Asian Fusion, Chinese, Sushi Bars",Chinese,Sun Asian Kitchen
rT8DwZu7pvuWKRM1nwVuug,"Restaurants, Chinese",Chinese,Bamboo China Restaurant
rTicAE1mbLnyMuUrUFD6WA,"Restaurants, Japanese",Japanese,Samurai Sam's - Greenway
RtnTbhWYw4QjKhoTBV37OA,"Bars, Cocktail Bars, American (Traditional), Vegetarian, Wine Bars, American (New), Nightlife, Seafood, Restaurants, Beer Bar, Asian Fusion, Steakhouses",American,Yard House
RU6E7WsAfsTRcjXxH1Lo5A,"Indian, Fast Food, Restaurants",Indian,Twisted Curry
rU83oT4_JvjOLBIyaQT4nw,"Halal, Middle Eastern, Restaurants",Middle Eastern,The Halal Guys
Rud4J5Hsjn_jjU9IaQ0Dpw,"Fondue, American (New), Steakhouses, Restaurants",American,The Melting Pot
rUgLG2CzPi26e6cMUjk4kA,"Food Stands, Food Trucks, Party & Event Planning, Caterers, Restaurants, Burgers, Food, Event Planning & Services, Hot Dogs",Burgers,BP's Hotdogs & More
RUJymwuG7ICtEZpXLqJpUg,"Mexican, Juice Bars & Smoothies, Restaurants, Local Flavor, Food",Mexican,La Carreta De Lily
ruo16t1qd2aywwUE47Ojnw,"Barbeque, Mongolian, Chinese, Gluten-Free, Restaurants, Food, Asian Fusion, Buffets, Do-It-Yourself Food",Chinese,Blazin Mongolian BBQ
rUwIlMN5wD2Kga5sx5skWQ,"Food, Sushi Bars, Sandwiches, Breakfast & Brunch, Coffee & Tea, American (Traditional), Restaurants",Sandwiches,CafÃƒÂ© 51
rVcavfM5BC4tvv9iHBo_CQ,"Sandwiches, Restaurants, Nightlife, Cocktail Bars, Breakfast & Brunch, Lounges, Bars",Sandwiches,Honor Amongst Thieves
rW5N-fiNhqb-fR3bGqyPdg,"Irish Pub, Bars, Pubs, Irish, Nightlife, Restaurants",Irish,Rosie McCaffrey's Irish Pub & Restaurant
RWAgNm7kFVhr69XEZsccYw,"Sushi Bars, Restaurants",Japanese,Extreme Sushi Roll
rWvn5iE53sHqRXPyzWc0TQ,"Specialty Food, Italian, Restaurants, Salad, Ethnic Food, Food, Pizza",Italian,Uncle Tony's Pizza
rxU6LyoSNK6Oc9IFhKFWHg,"Restaurants, Food, Acai Bowls, Juice Bars & Smoothies, Vegan, Soup, Gluten-Free, Fast Food, Salad, Vegetarian",Vegan,Grabbagreen Downtown - Phoenix
rydwhaJPcQhxHlHO0PMZMQ,"Restaurants, Mexican",Mexican,Mucha Lucha Taco Shop
rYI_Dvw8ixOE-Hud-PWzbQ,"Mediterranean, Restaurants, Greek, Hot Dogs",Mediterranean,Spartan Pita & Gyro
RyJIi1IP0UQ5qGbwazgsIA,"Restaurants, Mexican",Mexican,Aunt Chilada's
ryozSJKdiwD_knRFasIyhA,"Bars, Restaurants, Sandwiches, Pubs, Nightlife, American (Traditional)",Sandwiches,Cheba Hut Toasted Subs
RyVF3eJDJl6S4SFGSRU6Ow,"Food, Restaurants, Juice Bars & Smoothies",Juice Bars,Jamba Juice
RZFryvOkznd4jtpj8PbSzg,"Seafood, Sushi Bars, Japanese, Restaurants",Seafood,Sushi Style
RztX0zV7ObHZD08SDUhI0Q,"Pizza, Gluten-Free, Italian, Restaurants",Italian,Spinato's Pizzeria
RZWx7pIsINH6nVqW7ys9cg,"American (New), Restaurants, Soul Food, Sandwiches, Seafood, Desserts, Chicken Shop, Food",Sandwiches,Ezekiel's
S-mdSI4dMr-KeF28L5CMyA,"Pizza, Restaurants, Bars, Nightlife, Chicken Wings, Italian, Sandwiches",Sandwiches,Buddyz a Chicago Pizzeria
S-oLPRdhlyL5HAknBKTUcQ,"Seafood, Sushi Bars, Restaurants, Japanese",Seafood,Harumi Sushi
S_bG5WWbtNXhhY9Y0GTcSg,"Food, Mexican, Restaurants, Tacos, American (New), Coffee & Tea, Cafes, Breakfast & Brunch",Cafes,FÃƒÂ me Caffe
s0UcfGpvOwoGERpvMGSi8w,"Restaurants, Tapas/Small Plates, Mediterranean, Vegetarian",Mediterranean,Pita Jungle
s1500k_u6yScouzQ-RUb6A,"Burgers, Restaurants, American (Traditional)",American,Ruby Tuesday
S1jjDv8mwJ4psGQA4b8RjA,"Nightlife, Bars, Dance Clubs, American (New), Restaurants, Mexican, Hookah Bars",Mexican,Memo's Cafe
s1w7weo4AffZXrz6oRcVww,"Restaurants, Fast Food, Sandwiches, Food",Sandwiches,Subway
s2gjJKptpkmwSXYRtfptZQ,"Restaurants, Karaoke, Country Dance Halls, American (Traditional), Bars, American (New), Nightlife",American,Whiskey Rose Bar & Grill
S4j7Fw2xK_Z4HnCLlQFVVA,"Restaurants, Mexican, Vegetarian, Caterers, Salad, Event Planning & Services, Fast Food, Seafood",Mexican,Rubio's
S5ZFsNBvf3mO0TzyCYEXlg,"Restaurants, American (Traditional), Breakfast & Brunch, Cafes",Cafes,First Watch
S6BixeT6xkktY3keKSyYrQ,"Restaurants, Tex-Mex, Mexican, Fast Food",Mexican,Chipotle Mexican Grill
S6TMBqrsi4PLRFoQFPScjQ,"Restaurants, Vegetarian, Vegan",Vegan,Green New American Vegetarian
S80HOpgk-JOtthjMC2vKrw,"Restaurants, Mexican",Mexican,Pacos Tacos
sAc5cKro8LKjIhzeLfl6Wg,"Restaurants, Korean, Sushi Bars, Japanese, Food",Japanese,KiKu Revolving Sushi
sahppzQJ0HtvMC7L8ILTVg,"Restaurants, Tex-Mex, Mexican, Fast Food",Mexican,Chipotle Mexican Grill
sArY4vj_AtHLZoKHscD4ew,"Sandwiches, Hot Dogs, Restaurants, American (New), American (Traditional), Burgers",Sandwiches,Smashburger
sByhyN_S2FgNnPl5pqY0Ow,"Restaurants, Pizza, Italian, Salad",Italian,Pizza Mia
scAvBxHq65LO4yshRxDAxQ,"Chinese, Restaurants",Chinese,Number 1 Chinese
sCewr7cA5ra7yd6jBfEe9A,"Mexican, Salad, Restaurants, Seafood",Mexican,Rubio's Coastal Grill
sDJwRKmvlox1d1U8oWRBlQ,"Fast Food, Restaurants, Sandwiches",Sandwiches,Subway
SE594hJrunTVaALEy8Guzw,"Restaurants, Italian, Pizza, Sandwiches, Chicken Wings",Sandwiches,Venice Pizza
Se63tFm5tLlO5wuUlyww8Q,"Seafood, Restaurants, Buffets, Chinese",Chinese,Pacific Seafood Buffet
SE6VY8EWjEuAOzl19IQiCw,"Coffee & Tea, Food, Internet Cafes, Juice Bars & Smoothies, Delis, Restaurants",Cafes,Krazy 4 Koffee
SeMczUVuKhVwruoJfrThtQ,"Tacos, Restaurants, Breakfast & Brunch, Mexican, Fast Food",Mexican,El Rincon Sinaloense
sEvsx89wie9oSU5AlvCBGg,"Tex-Mex, Restaurants, Mexican",Mexican,Costa Vida Fresh Mexican Grill
seYvTmOZGJ2IAMdfQa8pkg,"Bars, Vegetarian, Coffee & Tea, Nightlife, Bakeries, Cafes, Breakfast & Brunch, Sandwiches, Restaurants, Food",Cafes,Urban Beans Cafe & Bar
sFg3G8-oMGeiHYsVqKN7PQ,"Diners, Restaurants, Sandwiches, American (Traditional)",Sandwiches,Jerry's Restaurant
sFZqXGuACgeUys0C1F4GSQ,"Restaurants, Chicken Wings, Fast Food, Cajun/Creole, American (Traditional)",American,Popeyes Louisiana Kitchen
Sg36zmOvyPAmuz6vME56Vw,"Sports Bars, Chicken Wings, Music Venues, Arts & Entertainment, Food, Bars, Burgers, Nightlife, Karaoke, Restaurants",Sports Bar,Ole Brass Rail
sghUmnrVFGxvldZQT-mtyg,"Italian, Pizza, Restaurants, American (Traditional), Sandwiches",Sandwiches,Cicis
SgPfkKWoG-23WMWQCT8ymg,"Mexican, Seafood, Restaurants",Mexican,Pitic Restaurant
sh69ApUyPhAltAMpv5vX3w,"Restaurants, Mexican",Mexican,Barrio Cafe Gran Reserva
SHOeL3VN_hIL9RGgqDhLgA,"Bakeries, Food, Restaurants",Bakery,La Mejor
SI_YvWQyHz2riuFJgYUxfw,"Restaurants, Mexican, Breakfast & Brunch, Food",Mexican,Berthas El Sabor de Los Mochis
sI0xOhJuayslDevcFqBKPA,"Mexican, Restaurants",Mexican,Birria Queen
Si9KkvAA0uae6qrpofXHCg,"Restaurants, Sandwiches, Fast Food",Sandwiches,Subway
SIBaomIYVvsMU0GTuqX4vQ,"Restaurants, Japanese, Sushi Bars, Asian Fusion",Japanese,PURE Sushi Colony
SIVi2UQp1UT0lMIoqHP0QA,"Party & Event Planning, American (New), Restaurants, Event Planning & Services, American (Traditional)",American,Rainforest Cafe
sjiTzC2aoy13iPuIvk37Ew,"Restaurants, Pizza",Italian,Jet's Pizza
SJslQXs9j3K6wDixajyp-g,"Bars, American (New), Restaurants, Nightlife, Sports Bars",Sports Bar,Majerle's Sports Grill
SkdJFYlITwDsk5FYH-s7OA,"Pizza, Restaurants, Fast Food",Italian,Little Caesars Pizza
SkG_g2OXQENIojm0Gz6YJg,"Bars, Cafes, Cocktail Bars, Restaurants, American (New), Internet Cafes, Nightlife, Breakfast & Brunch, Food",Cafes,Tempe Public Market Cafe
sKHDoLqDj99UuAP8ljSaTw,"Caterers, Fast Food, Restaurants, Event Planning & Services, Mexican",Mexican,QDOBA Mexican Eats
SKQU3a1CbX3mHxilRvM3GQ,"Mediterranean, Restaurants, Gastropubs",Mediterranean,TRES Tempe
sKWZ_tAOVMZoC4Qk8_Bd4A,"Pizza, Restaurants",Italian,Otto Pizza & Pastry
SkZ7f-zFsKrthhhppDn6Tg,"American (Traditional), Bars, Sports Bars, Nightlife, Restaurants",Sports Bar,Arlie's Bar & Grill
Sl42oSRXpwbjWd4V-Fxhaw,"American (Traditional), Restaurants, Diners, Breakfast & Brunch, American (New)",American,Denny's
sl5ak_xmGQmk7pYEIw5cEA,"Mexican, Restaurants",Mexican,Cafe Rumba
sL7RKR9srM8vd0HAMApgpg,"Pizza, Restaurants, Burgers, Chicken Wings",Burgers,Native Grill & Wings
sLa4_i63uBy05DJNbaOPgw,"Restaurants, Burgers, Fast Food, Ice Cream & Frozen Yogurt, Food",Burgers,Wally Burger
sLKpRaFns5Uqw1IEzK6obA,"Mediterranean, Greek, Restaurants, Food",Mediterranean,Z's Greek
SMXmELJ8jFBPDq3VWRlLeQ,"Sushi Bars, Chinese, Restaurants, Vietnamese",Chinese,JC Sushi and Chinese
sNHseqXVsFUcrn7o9mCUcg,"Restaurants, Burgers, Fast Food",Burgers,Wendy's
snP8QGxG-YRNBL_uq1kiAQ,"Juice Bars & Smoothies, Food, Restaurants",Juice Bars,Jamba Juice
sO2kZPPIlmp-c-APO7xCnw,"Restaurants, Food, Comfort Food, Nightlife, Beer, Wine & Spirits, Bars, Southern",Southern,High & Rye
SqL19z7A7LB91RkWWwWvnQ,"Bars, Nightlife, Dive Bars, American (New), Music Venues, Arts & Entertainment, Restaurants, Asian Fusion, Lounges",American,Yucca Tap Room
sR9hPrIaG-J-GLcl4yaiLw,"American (New), Music Venues, Bars, Arts & Entertainment, Nightlife, Restaurants, Lounges",American,Valley Bar
sS-DChs2ycYTjENBd1SIqQ,"Vegan, Food, Gluten-Free, Bakeries, Restaurants, Desserts",Vegan,Bear And The Honey Specialty Bakery
sS__otwzn0INyR_5Dimfdg,"Restaurants, Mexican",Mexican,Asadero Toro
STLglfaKvGbuMHCV5B6jjA,"Fish & Chips, Tacos, Mexican, Soul Food, American (Traditional), American (New), Vegetarian, Sandwiches, Burgers, Restaurants",Mexican,Blue Seas Express & Catering AZ
STmoasVuj_h-XYqqPEoxTg,"Food Delivery Services, Restaurants, Food, Pizza, Chicken Wings, Sandwiches",Sandwiches,Domino's Pizza
stPpU3S-OCLZOoxOwgJb4A,"Restaurants, American (Traditional), Cafes, Diners",Cafes,Yvonne's Cafe
StzNuzqg25fLRWIzvpwaJA,"Chicken Wings, Bars, Restaurants, American (Traditional), Lounges, Nightlife, Sports Bars, Pubs",Sports Bar,McKenzie's Midtown Tavern
SurnOSM2bVVN4-Js3G23RQ,"French, Bars, Nightlife, Home Services, Real Estate, American (New), Wine Bars, Restaurants",American,House of Tricks
SuwhEmo9wE4Tis4i3Sg4Kw,"Food, Coffee & Tea, Breakfast & Brunch, Sandwiches, Restaurants",Sandwiches,Starbucks
SVmLmDmLBj3FoArpXjB8wA,"Mexican, Restaurants, Fast Food",Mexican,El Pollo Loco
SvNzj0dE6UMFfp55bIze_A,"Restaurants, Pizza",Italian,Big Jimmy's Pizza
SvtGJU29odIWDEQUjjV64g,"Coffee & Tea, Food, Restaurants",Coffee N Tea,Starbucks
sVv9E7PrAMPD9zjSHj21XA,"Restaurants, Fast Food, Oaxacan, Mexican",Mexican,Restaurant Atoyac Estilo Oaxaca
sW3oXGgDbbOC3YkiFKZNMQ,"Restaurants, Fast Food, Mexican",Mexican,Chipotle Mexican Grill
SWDxTrwU_qlEcJp36IYquw,"Food, Specialty Food, Ethnic Food, Cuban, Mexican, Restaurants, Bakeries",Mexican,Cuban Foods Bakery & Restaurant
sWeVNiPulXsD8PWhEtn9Ew,"Chinese, Cantonese, Restaurants",Chinese,Jade The Taste of China
SWhHaWFuijy_KDs0zVCJog,"Seafood, Italian, Restaurants, Pizza",Italian,RigaTony's Authentic Italian
swi7mi1ixWpu5-tZO2mtsg,"Pizza, Sandwiches, Italian, Restaurants",Sandwiches,Streets of New York
sWtltZRuYgnINItStEesGg,"Sandwiches, Restaurants",Sandwiches,Luv A Sub
Sx2pqHFFerBjzHQSLcxBAQ,"Fast Food, Sandwiches, Restaurants",Sandwiches,Subway
SxelcKtJlN6X2Vlak0wXHw,"Diners, Breakfast & Brunch, Restaurants, Mexican",Mexican,Mi Pueblo
sXoIcZlAQdQS08IqRBL0dg,"Food, Restaurants, Desserts, Wraps, Mediterranean, Halal, American (Traditional)",Mediterranean,ZK Grill
SxqNnm4piAlFNNiBaXM0kg,"Restaurants, Mexican, Tacos",Mexican,Dilla Libre Cantina
SYKIUCvN9JdSkVampgccfA,"Mexican, Restaurants",Mexican,Amado's Mexican Food
sYmGrCydqABvGmundtZ6gg,"Pizza, Restaurants, Sandwiches, Chicken Wings",Sandwiches,Domino's Pizza
syQBNfPzUKGnZE6w8cLuYA,"Restaurants, Mexican",Mexican,Filiberto's Mexican Food
Szcr-yMxq76zRaSTUapAcw,"Mexican, Restaurants, Fast Food",Mexican,Julioberto's
sZf_KrF9ZLC7z4jiLGgVOw,"Food, Restaurants, Breakfast & Brunch, Cafes, Bars, Coffee & Tea, Nightlife, Cocktail Bars",Cafes,Steve's Espresso
szhJLmdLDVFTevm8fu0T4A,"Cantonese, Dim Sum, Chinese, Restaurants",Chinese,Great Wall Cuisine
SZOvVtg0mGOQcNzzcH6Qow,"Delis, Restaurants, Sandwiches, Breakfast & Brunch, Burgers",Sandwiches,Park One Cafe
sZq-qUvoLgYxlDmIcxYWDg,"Beer Bar, Bars, American (Traditional), Restaurants, Nightlife, American (New), Burgers",American,Burger Theory
SZyrTU-tuZt6d9L6nDxyEQ,"Food, Mexican, Restaurants",Mexican,Filiberto's Mexican Food
T-KniGykrZ46ZC9plOTspw,"Mexican, Restaurants",Mexican,PHX Burrito House
t_J_ykCkOkZPlmlJuDnkzg,"Restaurants, Food, Nightlife, Tex-Mex, Seafood, Bars, Mexican, Salad",Mexican,CC'S Mesquite Broiler
T_s4IcIJf5ZHyy8zC28UGw,"Diners, Restaurants, American (Traditional), American (New), Food, Breakfast & Brunch",American,Denny's
T0ea32kBf7L33XUhIdwjbA,"Chinese, Szechuan, Restaurants",Chinese,Szechwan Noodle
T0lKnGKXkhWepAQaj7pOCA,"Restaurants, Soul Food, Southern, Barbeque",Barbeque,Stacy's Off Da Hook BBQ and Soul Food
t24NEAmx2PBVvC84lQmXwA,"Burgers, Sandwiches, Restaurants, Sports Bars, Bars, Nightlife",Sports Bar,Padre Murphy's
T45K4FeSLlOX_TjEvMImzg,"Breakfast & Brunch, Sandwiches, Delis, Restaurants",Sandwiches,Scott's Generations Restaurant & Delicatessen
t53w4JlkxTau-G-TzhSWog,"Sushi Bars, Restaurants, Japanese",Japanese,Teharu Sushi
t5nyOtnEv455rShOS_g3RA,"Seafood, Fish & Chips, Food, Salad, Restaurants, American (New)",American,Oscar's Pier 83
t61eGISz7qMOxEe7o3vwEw,"Wine Bars, American (New), Nightlife, Salad, Gluten-Free, Bars, Sandwiches, Restaurants",Sandwiches,Perfect Pear Bistro
T6ihfy4SYiF4PvuE6Y0VPA,"Fast Food, American (Traditional), Restaurants, Burgers",American,Wendy's
t6w--u6k-SZP2g0QvQIWuw,"Chicken Wings, Pubs, Restaurants, Bars, Nightlife, Irish, Sports Bars, American (Traditional)",Sports Bar,Tilted Kilt Pub & Eatery
t7V7nAGkyqaNdjp7Z0BFoQ,"Nightlife, American (Traditional), Beer, Wine & Spirits, American (New), Restaurants, Gastropubs, Bars, Cocktail Bars, Food",American,Cotton & Copper
TAnzFr9NixvCbvUdJMWL5Q,"Indian, Restaurants",Indian,Paradise Biryani Pointe
TAyCOYufOJ4OtxyHqfdlfA,"Food, Restaurants, Fast Food, Burgers, Coffee & Tea",Burgers,McDonald's
TB7bScfRFBJehXSu_1MMSw,"Restaurants, Burgers, Coffee & Tea, Fast Food, Food",Burgers,McDonald's
TBai-x2Cl5ByfctML7q08g,"Japanese, Fast Food, Restaurants",Japanese,Samurai Sam's
tbMAjldMYhvDUS2gG5Fdxw,"Gluten-Free, Restaurants, Chinese, Asian Fusion",Chinese,Bamboo Cafe
tbmYBmGY9C_-A52rXyHloQ,"Restaurants, Barbeque",Barbeque,Hap's Pit Barbecue
TBnB4iIU0pVKkAzN4T8xNg,"Desserts, Food, Ice Cream & Frozen Yogurt, Specialty Food, Candy Stores, Restaurants, Juice Bars & Smoothies, Sandwiches",Sandwiches,Neveria Chayos
Tc1ly-0VLk3AaoMb7CrlVA,"Restaurants, Mexican, Food Stands",Mexican,Speedy Street Taco
tcgmfbWugkHI3FRrjlH6lQ,"American (Traditional), Nightlife, Restaurants, Bars, Steakhouses",American,Feeney's Restaurant and Bar
tCkd8eAx2mR0oioQcqkxPw,"Mexican, Restaurants, Fast Food, Tex-Mex",Mexican,Mucho Macho Taco
tcPVY5QCFL_roeouCY5SXQ,"Coffee & Tea, Food, Restaurants, Burgers, Fast Food",Burgers,McDonald's
TdjydrOFUSMUsTKdlXW6aQ,"Restaurants, Chinese",Chinese,New Garden Restaurant
TdKJjgiXMPXDamGK-IwFZg,"Ice Cream & Frozen Yogurt, Burgers, Food, Fast Food, Restaurants, Diners",Burgers,Freddy's Frozen Custard & Steakburgers
tduDcM1hWHPeyQ9SRPTQmQ,"Restaurants, Barbeque, Hot Dogs, Caterers, Event Planning & Services",Barbeque,Tom's BBQ
tDYcVluqZwieulc1iqxGXg,"Chinese, Caterers, Restaurants, Event Planning & Services, Japanese, Sushi Bars",Chinese,Autumn Court Chinese Restaurant
te5yQQTQYcHHtztdQJTmNw,"Burgers, Ice Cream & Frozen Yogurt, Food, Fast Food, Restaurants",Burgers,Culver's
TEaBolNAkOdRm2gvIYz4OQ,"Nightlife, Mexican, Bars, Restaurants, Cocktail Bars",Mexican,Poncho's Mexican Food and Cantina
tFcmrGLZNEymSnijoTPmqw,"Restaurants, Chinese",Chinese,Desert Jade
TfS_zwQtyjiQU-psh2dISg,"Restaurants, Mexican, Fast Food",Mexican,Chipotle Mexican Grill
TgjB-wlAVzol6HoDpE8KYg,"Bakeries, Restaurants, Coffee & Tea, American (New), Food, Seafood, Breakfast & Brunch",American,Duza's Kitchen
TH_Vr8_LCnAXFDUqSkF-HA,"Restaurants, Mexican",Mexican,Popo's Mexican Food
THcAGc-Fb8gqmA1V-KvFkw,"Mexican, Restaurants",Mexican,Tortas Paquime
thlAnPN1ApoNxSnok_fcvA,"Breakfast & Brunch, American (New), Diners, Restaurants, Burgers, American (Traditional)",American,Black Bear Diner
THsmhy9NXI6WOEhVnrv01A,"Noodles, Seafood, Restaurants, Chinese",Chinese,Lucky's King Wah
tI7dXg2UboJozj28v7sjLw,"Food, Restaurants, Burgers, Ice Cream & Frozen Yogurt, Fast Food",Burgers,Culvers
tIauOelAC3BZk_xhMoDBUg,"Comfort Food, Restaurants, Mexican",Mexican,Someburros
TIMCeRsXpIPAy4qPWjuzqA,"Italian, Sandwiches, Pizza, Restaurants",Sandwiches,Barro's Pizza
tIOjJWfu4Dqz-FIzXHRvCg,"Fast Food, Restaurants, Food, Salad",Fast Food,Salad and Go
TIP1ZWjhAoJwpsNmpneAiQ,"Breakfast & Brunch, Restaurants, Mexican, Community Service/Non-Profit, Local Services, Cafes",Cafes,Mission Possible Cafe
TjziWy83MOEkWDiO07RwRA,"Seafood, Mexican, Restaurants",Mexican,Mariscos Vuelve a La Vida
tJZPa_-geYx74pgaHZ9TYg,"Soul Food, Restaurants, Tea Rooms, Food",Tea Room,Michelle & Gerald's Southern Cuisine
TkoyGi8J7YFjA6SbaRzrxg,"Food, Restaurants, Steakhouses, Ethnic Food, Sushi Bars, Specialty Food, Japanese",Japanese,Ah-So
Tl2nqtPXlLbAG3qkUYVM2g,"French, Restaurants",French,Vincent's On Camelback
tLCZdAt83gvD6Me_Vshu1w,"Restaurants, Pizza",Italian,Gus's New York Pizza
TM3UY0fCq0CQbuskoq0OWQ,"Seafood, Restaurants, Soup, Steakhouses",Seafood,Outback Steakhouse
TmByhkKxWQa2Bfvyk3Aqxg,"Food, Fast Food, Chicken Shop, Restaurants",Fast Food,Raising Cane's Chicken Fingers
ToFm2DhhTdr0Kv0A7Sdj6g,"Wine Bars, Nightlife, Tapas/Small Plates, Bars, Restaurants, American (New), Breakfast & Brunch, Pizza",American,Timo Wine Bar
TokUo_IctQ_z9sZWP5zxZA,"Restaurants, Barbeque, American (Traditional), Southern",American,Dickey's Barbecue Pit
Tp07u-0AOFRfQhtNpAXaQA,"Restaurants, Pizza, Italian, Sandwiches",Sandwiches,NYPD Pizza
TPYcddUHyEF3zo5LJPM8vQ,"Fast Food, Mexican, Restaurants",Mexican,Julioberto's
